id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g001,schema drift,84,36,6,48,492,ship,baseline,monotonic-signal
g002,lineage depth,108,62,29,86,670,ship,edge,drag-penalty
g003,partition skew,35,42,42,96,332,ship,recovery,confidence-floor
g004,quality gap,46,70,29,76,418,ship,negative,lane-boundary
g005,schema drift,55,51,24,27,328,ship,baseline,monotonic-signal
g006,lineage depth,107,9,44,50,458,ship,edge,drag-penalty
g007,partition skew,93,26,34,23,402,ship,recovery,confidence-floor
g008,quality gap,45,37,10,57,348,ship,negative,lane-boundary
g009,schema drift,113,10,41,79,548,ship,baseline,monotonic-signal
g010,lineage depth,62,69,16,51,456,ship,edge,drag-penalty
g011,partition skew,84,66,26,85,586,ship,recovery,confidence-floor
g012,quality gap,99,32,12,20,476,ship,negative,lane-boundary
g013,schema drift,66,52,42,78,440,ship,baseline,monotonic-signal
g014,lineage depth,97,30,44,69,498,ship,edge,drag-penalty
g015,partition skew,116,21,25,26,508,ship,recovery,confidence-floor
g016,quality gap,41,54,38,95,386,ship,negative,lane-boundary
g017,schema drift,51,38,25,48,326,ship,baseline,monotonic-signal
g018,lineage depth,59,68,41,29,348,ship,edge,drag-penalty
g019,partition skew,67,50,9,67,484,ship,recovery,confidence-floor
g020,quality gap,30,44,15,47,272,ship,negative,lane-boundary
g021,schema drift,103,43,41,85,586,ship,baseline,monotonic-signal
g022,lineage depth,99,45,34,95,608,ship,edge,drag-penalty
g023,partition skew,101,49,32,75,588,ship,recovery,confidence-floor
g024,quality gap,61,53,33,26,336,ship,negative,lane-boundary
g025,schema drift,89,74,14,49,574,ship,baseline,monotonic-signal
g026,lineage depth,106,36,27,22,486,ship,edge,drag-penalty
g027,partition skew,30,19,14,56,242,ship,recovery,confidence-floor
g028,quality gap,40,48,9,78,394,ship,negative,lane-boundary
g029,schema drift,48,65,29,50,364,ship,baseline,monotonic-signal
g030,lineage depth,100,41,19,84,612,ship,edge,drag-penalty
g031,partition skew,85,67,37,105,610,ship,recovery,confidence-floor
g032,quality gap,37,47,26,77,344,ship,negative,lane-boundary
g033,schema drift,61,75,43,68,444,ship,baseline,monotonic-signal
g034,lineage depth,76,56,11,25,444,ship,edge,drag-penalty
g035,partition skew,87,14,39,94,486,ship,recovery,confidence-floor
g036,quality gap,96,31,27,47,486,ship,negative,lane-boundary
g037,schema drift,60,42,29,28,322,ship,baseline,monotonic-signal
g038,lineage depth,46,15,10,66,326,ship,edge,drag-penalty
g039,partition skew,86,74,23,46,538,ship,recovery,confidence-floor
g040,quality gap,66,71,10,84,554,ship,negative,lane-boundary
g041,schema drift,103,37,26,94,622,ship,baseline,monotonic-signal
g042,lineage depth,37,57,36,74,338,ship,edge,drag-penalty
g043,partition skew,52,35,42,25,244,ship,recovery,confidence-floor
g044,quality gap,107,26,26,48,524,ship,negative,lane-boundary
g045,schema drift,50,59,19,21,322,ship,baseline,monotonic-signal
g046,lineage depth,69,43,17,55,438,ship,edge,drag-penalty
g047,partition skew,82,73,18,77,592,ship,recovery,confidence-floor
g048,quality gap,92,55,41,49,494,ship,negative,lane-boundary
g049,schema drift,100,49,12,83,640,ship,baseline,monotonic-signal
g050,lineage depth,108,48,41,104,654,ship,edge,drag-penalty
g051,partition skew,71,50,36,76,464,ship,recovery,confidence-floor
g052,quality gap,56,54,14,67,438,ship,negative,lane-boundary
g053,schema drift,52,58,4,24,364,ship,baseline,monotonic-signal
g054,lineage depth,54,9,22,93,376,ship,edge,drag-penalty
g055,partition skew,102,41,11,46,560,ship,recovery,confidence-floor
g056,quality gap,42,24,28,27,214,ship,negative,lane-boundary
g057,schema drift,59,53,38,65,396,ship,baseline,monotonic-signal
g058,lineage depth,71,70,24,45,466,ship,edge,drag-penalty
g059,partition skew,81,46,12,83,558,ship,recovery,confidence-floor
g060,quality gap,89,72,14,93,658,ship,negative,lane-boundary
g061,schema drift,53,52,37,73,388,ship,baseline,monotonic-signal
g062,lineage depth,38,10,8,24,204,ship,edge,drag-penalty
g063,partition skew,78,61,37,47,454,ship,recovery,confidence-floor
g064,quality gap,102,19,11,20,464,ship,negative,lane-boundary
g065,schema drift,117,36,21,54,606,ship,baseline,monotonic-signal
g066,lineage depth,40,47,27,76,352,ship,edge,drag-penalty
g067,partition skew,49,20,11,48,310,ship,recovery,confidence-floor
g068,quality gap,101,9,4,82,578,ship,negative,lane-boundary
g069,schema drift,87,76,44,103,618,ship,baseline,monotonic-signal
g070,lineage depth,39,42,45,75,300,ship,edge,drag-penalty
g071,partition skew,107,62,26,66,632,ship,recovery,confidence-floor
g072,quality gap,56,40,39,23,272,ship,negative,lane-boundary
g073,schema drift,78,31,26,92,506,ship,baseline,monotonic-signal
g074,lineage depth,93,64,21,45,548,ship,edge,drag-penalty
g075,partition skew,60,48,41,26,306,ship,recovery,confidence-floor
g076,quality gap,91,8,31,64,446,ship,negative,lane-boundary
g077,schema drift,110,60,7,44,634,ship,baseline,monotonic-signal
g078,lineage depth,35,54,38,82,336,ship,edge,drag-penalty
g079,partition skew,45,53,13,92,444,ship,recovery,confidence-floor
g080,quality gap,53,55,23,72,420,ship,negative,lane-boundary
g081,schema drift,61,59,9,23,390,ship,baseline,monotonic-signal
g082,lineage depth,112,63,39,46,588,ship,edge,drag-penalty
g083,partition skew,97,14,41,105,544,ship,recovery,confidence-floor
g084,quality gap,93,46,22,53,526,ship,negative,lane-boundary
g085,schema drift,95,29,35,75,518,ship,baseline,monotonic-signal
g086,lineage depth,55,58,22,47,386,ship,edge,drag-penalty
g087,partition skew,83,75,38,81,568,ship,recovery,confidence-floor
g088,quality gap,100,51,6,102,694,ship,negative,lane-boundary
g089,schema drift,112,77,12,74,726,ship,baseline,monotonic-signal
g090,lineage depth,34,57,38,65,304,ship,edge,drag-penalty
g091,partition skew,42,15,31,22,180,ship,recovery,confidence-floor
g092,quality gap,94,66,29,91,632,ship,negative,lane-boundary
g093,schema drift,79,24,30,44,392,ship,baseline,monotonic-signal
g094,lineage depth,31,41,11,25,234,ship,edge,drag-penalty
g095,partition skew,55,52,24,63,402,ship,recovery,confidence-floor
g096,quality gap,70,25,11,43,394,ship,negative,lane-boundary
